CustomerID,Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,CityTier_1,CityTier_2,CityTier_3,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Churn_Probability,Churn_Prediction,Satisfaction_Segment,OrderCount_Segment,Days_Segment,Tenure_Segment,OrderHike_Segment,Discount_Percentage
52893,15.741935483870968,0.3666666666666666,0.6666666666666667,0.6000000000000001,0.5,0.1,1,18.0,0.1875,3.0,1.4838709677419355,0.5015384615384615,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.31,0,Medium,Medium,Recent,Very Loyal,Moderate Increase,10
52349,0.0,0.0333333333333333,0.3333333333333333,0.4000000000000001,0.0,0.2,0,11.0,0.0,1.0,2.967741935483871,0.4061538461538461,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.37,0,Low,Low,Recent,New,Low Increase,20
50024,0.0,0.6666666666666666,0.6666666666666667,0.8,0.5,0.15,1,11.0,0.0625,2.0,2.967741935483871,0.4492307692307692,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.45,0,Medium,Medium,Recent,New,Low Increase,10
55218,1.9677419354838728,0.4666666666666667,0.6666666666666667,0.6000000000000001,0.75,0.3,0,12.0,0.125,2.0,1.4838709677419355,0.563076923076923,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.35,0,High,Medium,Recent,Regular,Low Increase,10
54940,29.516129032258064,0.1666666666666666,0.6666666666666667,0.6000000000000001,0.5,0.5,1,13.0,0.0625,3.0,11.870967741935486,0.4615384615384615,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.34,0,Medium,Medium,Inactive,Very Loyal,Low Increase,10
53888,1.9677419354838728,0.3333333333333333,0.6666666666666667,0.6000000000000001,1.0,0.1,0,12.0,0.0625,2.0,4.451612903225807,0.4676923076923077,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.32,0,Very High,Medium,Moderate,Regular,Low Increase,10
50725,11.806451612903226,0.3,0.3333333333333333,0.8,0.5,0.4,0,13.0,0.0625,1.0,4.451612903225807,0.4707692307692308,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.35,0,Medium,Low,Moderate,Very Loyal,Low Increase,20
50009,25.580645161290324,0.1,0.6666666666666667,0.6000000000000001,0.5,0.05,1,14.0,0.0,1.0,2.967741935483871,0.3907692307692307,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.35,0,Medium,Low,Recent,Very Loyal,Very High Increase,20
54723,1.9677419354838728,0.0333333333333333,1.0,0.6000000000000001,0.0,0.1,1,14.0,0.4375,8.0,13.35483870967742,0.4676923076923077,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.33,0,Low,Very High,Inactive,Regular,Very High Increase,10
51122,17.70967741935484,0.2666666666666666,0.6666666666666667,0.6000000000000001,0.0,0.3,0,11.0,0.0625,1.0,2.967741935483871,0.3753846153846153,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0.43,0,Low,Low,Recent,Very Loyal,Low Increase,15
